BN,FPE,Form ID,Program #1 Code,Program #1 %,Program #1 Desc,Program #2 Code,Program #2 %,Program #2 Desc,Program #3 Code,Program #3 %,Program #3 Desc,1510,1510-BN,1510-Name,1570,1600,1800,2000,2100,2400,5030  ,5031,5032,2500,2510,2530,2540,2550,2560,2570,2575,2580,2590,2600,2610,2620,2630,2640,2650,2660,2700,5450,5460,2730,2740,2750,2760,2770,2780,2790,2800,3200,3400,3900,4000,5800,5810,5820,5830,5840,5841,5842,5843,5850,5860,5861,5862,5863,5864
855545125RR0001,2023-12-31,27,,,,,,,,,,,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
108192386RR0001,2023-12-31,27,,,,,,,,,,Y,"108102435RR0001","The United Church of Church",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
828357442RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,Y,N,,,,
816420228RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,Y,,,,,Y,,,Y,,Y,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,Y,Y,2,3357897,N,N,,,,
801756362RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
106925134RR0002,2023-12-31,27,,,,,,,,,,Y,"107354334RR0001","ANGLICAN CHURCH OF CANADA (BN 108079773RR0001) & EVANGELICAL LUTHERAN CHURCH IN CANADA",N,N,Y,Y,N,,,,,,Y,Y,,,Y,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119110450RR0010,2023-12-31,27,,,,,,,,,,Y,"119110450RR0003","THE ROMAN CATHOLIC EPISCOPAL CORPORATION OF THE DIOCESE OF HAMILTON",N,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,Y,9,30511,N,N,,,,
850092040RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
864506324RR0001,2023-12-31,27,,,,,,,,,,Y,"132154675RR0001","BRITISH COLUMBIA CONFERENCE OF MENNONITE BRETHREN CHURCHES",N,N,Y,Y,N,,,,,Y,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,Y,4,,25000,25000
821201431RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
829444157RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,Y,,,,,,,,,,Y,"CASINO AND 50/50",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
839737863RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
703234526RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
119147502RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,Y,,Y,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
817134141RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
130362817RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,Y,,,Y,Y,,,Y,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,N,,,,,
140000407RR0001,2023-12-31,27,E1,100,"",,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
733078489RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
774273718RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
847280070RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,,,,,
833726078RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
761981091RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"Community members donation",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
887374593RR0001,2023-12-31,27,,,,,,,,,,Y,"133063859RR0001","CHRISTIAN & MISSIONARY ALLIANCE IN CANADA",N,N,Y,Y,N,,,,,,,Y,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
764657490RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118860964RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
821741410RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,Y,,,,,,Y,"Members' contributions",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
869138107RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107585085RR0067,2023-12-31,27,,,,,,,,,,Y,"107585085RR0001","ROMAN CATHOLIC DIOCESE OF PRINCE ALBERT",N,N,Y,N,N,,,,,,,Y,,Y,Y,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
105206890RR0001,2023-02-20,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
888813045RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,Y,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,Y,,,,,,,,,
861012268RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
887070142RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
854211406RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
131432056RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"PRINCESS BINGO",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
118853209RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
889025045RR0001,2023-04-30,26,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119065985RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
721511301RR0001,2023-12-31,27,A2,100,"",,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107431843RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
890789944RR0001,2023-06-30,26,,,,,,,,,,N,"","",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
742963325RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
812169548RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,Y,N,Y,N,,,,,,,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118937010RR0001,2023-12-31,27,,,,,,,,,,,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,Y,N,N,N,N,N,N,,,,Y,N,,,,
107696700RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
873243364RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
887385193RR0001,2023-02-27,26,,,,,,,,,,N,"","",Y,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
856677554RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107806374RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,Y,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
133638809RR0001,2023-11-03,27,,,,,,,,,,Y,"119229938RR0004","THE SYNOD OF THE DIOCESE OF CALGARY",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
704048685RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,N,N,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
852497676RR0001,2023-09-30,27,,,,,,,,,,N,"","",N,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
846801348RR0001,2023-09-30,26,,,,,,,,,,N,"","",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
751907098RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
838376614RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,Y,,,,,,Y,,Y,Y,Y,,Y,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
118783620RR0002,2023-12-31,27,,,,,,,,,,Y,"119238202RR0001","INCORPORATED SYNOD OF TH DIOCESE OF ALGOMA",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
848475687RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,Y,2,7300,N,N,,,,
131635955RR0001,2023-12-31,27,,,,,,,,,,,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
124774431RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,N,,,,,
107360158RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
802590901RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,N,,,,N,N,,,,
864981055RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,Y,,,,,Y,Y,Y,Y,,,,Y,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,Y,N,,,,N,N,,,,
830470126RR0001,2023-11-30,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
118781996RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,Y,"CASINO",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
836848929RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118951573RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
119140275RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,N,,,,,
118884071RR0001,2023-12-31,27,,,,,,,,,,Y,"108102435RR0003","United Church of Canada",N,N,Y,Y,N,,,,,Y,,Y,,,Y,Y,Y,Y,,,,,,,Y,"THRIFT SHOP  FOOD CUPBOARD",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
753091347RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
805842911RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"PRIVATE DONATIONS",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
860025055RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,Y,,,,,,,,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,Y,,,N,N,,,,
119262376RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119272961RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,N,N,,,,
893649368RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,Y,,Y,,Y,,Y,Y,,,,Y,"SPECIAL EVENTS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
845552355RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,Y,N,N,N,N,N,N,,,,N,N,,,,
841349582RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,,,,,
118901198RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
868066515RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
861046613RR0002,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,Y,Y,,,Y,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
756164323RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
863110615RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
748995313RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,Y,,Y,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,Y,1,116916,N,N,,,,
889652343RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
744690728RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,Y,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,Y,Y,,,Y,N,,,,
118955400RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118899533RR0001,2023-12-31,27,E1,100,"",,,,,,,N,"","",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,,N,N,N,,,,N,N,,,,
118896323RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
747868479RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
892104084RR0001,2023-11-30,26,,,,,,,,,,N,"","",N,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119110443RR0046,2023-12-31,27,,,,,,,,,,Y,"119110443RR0002","ARCHDIOCESE OF KINGSTON",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
119022333RR0002,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,Y,,,,Y,Y,,,Y,Y,,"",Y,400,,Y,,,,,,"",N,Y,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
798545109RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
108172040RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
879025211RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,,,Y,Y,Y,Y,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,Y,10,9905,N,N,,,,
130002686RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
132004052RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,Y,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
842197816RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"VOLUNTARY DONATION ONLY",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118796572RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
703489286RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,Y,Y,,Y,,,,,,"",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,N,,,,Y,N,,,,
119190197RR0002,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
835204272RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
855262333RR0001,2023-12-31,27,,,,,,,,,,Y,"119033298RR0001","PENTECOSTAL ASSEMBLIES OF CANADA-MARITIME DISTRICT",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118850072RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
815094115RR0001,2023-12-31,27,,,,,,,,,,Y,"735595332RR0001","VERITY COMMUNITY CHURCH",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107626558RR0001,2023-12-31,27,,,,,,,,,,Y,"735595332RR0001","VERITY COMMUNITY CHURCH",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119221075RR0001,2023-12-31,27,,,,,,,,,,Y,"108075904RR0008","THE CATHOLIC ARCHDIOCESE OF EDMONTON",N,N,Y,Y,N,,,,,,,Y,,,Y,,,Y,,Y,,,Y,,,"",,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,,,,,,,,,,
894727122RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
890133069RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,,N,,N,N,N,N,,,,N,N,,,,
848678033RR0001,2023-12-31,27,,,,,,,,,,,"","",,,,N,N,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
105713093RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
107434326RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
780112215RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,N,,,,,
119045938RR0001,2023-12-31,27,,,,,,,,,,Y,"","NATIONAL INDIGENOUS COUNCIL  UNITED CHURCH OF CANADA",N,N,Y,N,N,,,,,Y,,Y,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
857373591RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,,,,,
886362763RR0002,2023-12-31,27,,,,,,,,,,Y,"132975129RR0001","PARTNERS IN HARVEST",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
892801978RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
119120863RR0001,2023-12-31,27,,,,,,,,,,Y,"","UNITED CHURCH OF CANADA",N,N,,N,N,,,,,,,Y,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
748799723RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,Y,,,Y,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
781389549RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"VOLUNTARY DONATION ONLY",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
888961794RR0001,2023-12-31,27,,,,,,,,,,N,"","",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
