BN,FPE,Form ID,Program #1 Code,Program #1 %,Program #1 Desc,Program #2 Code,Program #2 %,Program #2 Desc,Program #3 Code,Program #3 %,Program #3 Desc,1510,1510-BN,1510-Name,1570,1600,1800,2000,2100,2400,5030  ,5031,5032,2500,2510,2530,2540,2550,2560,2570,2575,2580,2590,2600,2610,2620,2630,2640,2650,2660,2700,5450,5460,2730,2740,2750,2760,2770,2780,2790,2800,3200,3400,3900,4000,5800,5810,5820,5830,5840,5841,5842,5843,5850,5860,5861,5862,5863,5864
869328310RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,Y,,,Y,,,,,Y,"PARKING FUNDRAISER  CASINO FUNDRAISER AND GRANTS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
893299842RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
716020086RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
891231946RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"",,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
864641683RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
106923634RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,,N,N,N,,,,N,N,,,,
876328048RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,Y,N,,,,,,,,
732484696RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119229805RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
890106776RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
108050204RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,Y,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
118818491RR0007,2023-12-31,27,,,,,,,,,,Y,"118818491RR0001","SEVENTH-DAY ADVENTIST CHURCH (BRITISH COLUMBIA CONFERENCE)",N,N,Y,Y,N,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
844952945RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,Y,,Y,Y,,Y,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,,,,,,
813713161RR0001,2023-09-30,26,E4,100,"",E2,100,"",E5,,"",N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,,,,,,
889743373RR0002,2023-12-31,27,,,,,,,,,,Y,"106720253RR0001","ARCHIEPISCOPAL CORP. OF REGINA",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
119208031RR0012,2023-12-31,27,,,,,,,,,,Y,"119208031RR0002","DIOCESE OF YUKON-WHIREHORSE  YT",N,N,Y,,N,,,,,Y,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
888370665RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,Y,"Purdys Chocolate sales  Thrifty Foods grocery cards",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
765583919RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
886137652RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,,"",,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119115467RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
854860046RR0001,2023-07-31,26,C5,10,"",E1,55,"",H9,35,"",N,"","",N,N,Y,Y,N,,,,,,,Y,,,,Y,,,Y,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
812978278RR0001,2023-08-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,Y,,Y,Y,Y,,,,,"",N,,,,,,,,,"",,Y,Y,N,Y,N,N,N,N,N,,,,,,,,,
898237557RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
821306958RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
840564611RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,Y,,,,Y,Y,"RONA+ FOUNDATION 'HOME SWEET HOME CAMPAIGN' receiptient of $2 561.00",N,,,,,,,,,"",,N,Y,N,,N,N,N,N,N,,,,N,N,,,,
119238210RR0016,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107797383RR0033,2023-12-31,27,,,,,,,,,,Y,"107797383RR0008","Ontario Conference of the Seventh-day Adventist Church",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
107745820RR0001,2023-12-31,27,,,,,,,,,,Y,"133063859RR0001","Christian Missionary Alliance",N,N,Y,Y,N,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
781117932RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,Y,,,,Y,,Y,,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,Y,Y,N,N,N,N,N,,,,,,,,,
891460388RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,Y,N,1,750,N,N,,,,
871741146RR0001,2023-12-31,27,E1,95,"",E5,5,"",,,,Y,"07833295RR0374","Pentecostal Assemblies of Canada",N,N,Y,Y,N,,,,,,Y,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,N,N,,,,
107797383RR0042,2023-12-31,27,,,,,,,,,,Y,"107797383RR0008","Ontario Conference of the Seventh-day Adventist Church",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
107797383RR0043,2023-12-31,27,,,,,,,,,,Y,"107797383RR0008","Ontario Conference of the Seventh-day Adventist Church",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
106776131RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
119036267RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
118780998RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,,Y,Y,Y,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
118818491RR0060,2023-12-31,27,,,,,,,,,,Y,"118818491RR0001","Seventh-day Adventist Church (British Columbia Conference)",N,N,Y,Y,N,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107630931RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,Y,Y,,,,,Y,Y,,Y,Y,,,Y,,"",N,,,,,,,,,"",,N,Y,Y,Y,N,N,N,N,N,,,,,,,,,
746361914RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
107797383RR0062,2023-12-31,27,,,,,,,,,,Y,"107797383RR0008","Ontario Conference of the Seventh-day Adventist Church",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
118979400RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,,,,Y,,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107797383RR0060,2023-12-31,27,,,,,,,,,,Y,"107797383RR0008","Ontario Conference of the Seventh-day Adventist Church",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
118928662RR0001,2023-07-31,26,D2,80,"",F2,10,"",D1,10,"",N,"","",N,N,Y,N,N,,,,,,,,,,,Y,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
118860378RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
732323126RR0001,2023-03-31,23,,,,,,,,,,N,"","",N,Y,Y,Y,Y,N,,,,,,,,,,,Y,,,,Y,,Y,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
890327976RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
804357903RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,Y,Y,,,Y,Y,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
769355132RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
886083492RR0001,2023-03-01,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,Y,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118931013RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
765677919RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118818491RR0114,2023-12-31,27,,,,,,,,,,Y,"118818491RR0001","SEVENTH-DAY ADVENTIST CHURCH (BRITISH COLUMBIA CONFERENCE)",N,N,Y,Y,N,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,N,,,,
779142207RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,Y,,,,Y,"Offerings and financial support from individuals",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
106896947RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,Y,,,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
134082163RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
899324263RR0001,2023-04-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
899668677RR0001,2023-06-30,26,,,,,,,,,,Y,"118958636RR0001","Alberta Historical Society",N,N,Y,Y,N,,,,,Y,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
825531262RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
886188507RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
118804962RR0001,2023-11-24,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,Y,,,,,Y,,,,,,,,"",Y,1410,,,,,,,,"",Y,N,Y,N,N,N,N,N,N,N,,,,,,,,,
838598951RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
841831324RR0001,2023-08-10,26,,,,,,,,,,N,"","",N,N,,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
889236998RR0001,2023-09-30,26,,,,,,,,,,Y,"","",N,N,Y,N,N,,,,,Y,,Y,,,Y,,,,,,,,,,Y,"GROCERY STORE PROG",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
747611481RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
749718748RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
800615080RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,Y,,Y,,Y,,,Y,Y,Y,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
875575136RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,,,,,,
890211998RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
852990845RR0001,2023-07-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,Y,,,,Y,,Y,,,,Y,Y,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
834264335RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
837341767RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
834998965RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
849183850RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
122129075RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,,,N,N,N,N,N,N,,,,,,,,,
828843110RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"VENTE BOUTEILLES VIDES",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
144393378RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
857654131RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
819270679RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"COLLECTE DE DONS",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
889332045RR0001,2023-04-30,23,,,,,,,,,,N,"","",N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
843494774RR0001,2023-08-31,26,,,,,,,,,,Y,"","CHURCH OF GOD IN ONTARIO  BRAMPTON ONTARIO",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,"",,,Y,N,N,N,N,,N,N,,,,,,,,,
895487296RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,Y,,,Y,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
890974942RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,Y,,,,,,Y,,,,Y,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
840897458RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
889960621RR0001,2023-09-08,26,,,,,,,,,,N,"","",Y,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
779662527RR0002,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
138620117RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
131583783RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,Y,,,,,Y,"POWER OF WORDS BREAKFA",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
892373135RR0001,2023-03-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,Y,,,,Y,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
119230837RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"SPORTS DAYS  FAIR &",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119199990RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,,,,Y,Y,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
139789614RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
743585911RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
765685912RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
118797679RR0001,2023-09-08,26,,,,,,,,,,N,"","",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
848122172RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
107768715RR0001,2023-09-30,26,,,,,,,,,,,"","",N,N,,N,N,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,,,,,,
706730710RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
119068187RR0001,2023-04-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
118951243RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,Y,Y,Y,,,Y,Y,,,Y,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
889736997RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,Y,,,,Y,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,,,,,,
709634703RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
758487284RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
122698830RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,Y,Y,,,,,,,,,Y,"FAIR GATE ADMISSIONS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
844238725RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,Y,,,Y,Y,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
870393378RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,Y,"BOTTLE COLLECTION/ROADSIDE CLEANUP",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
131499923RR0001,2023-04-30,26,,,,,,,,,,Y,"","",N,N,N,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
119212017RR0001,2023-08-31,26,,,,,,,,,,Y,"119293025RR0001","THE WESTERN CANADIAN DISTRICT OF THE CHRISTIAN AND MISSIONARY ALLIANCE",N,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
133043943RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
107639858RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,Y,,,,,,,,Y,"BREAKFASTS + FESTIVALS",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
744442112RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
777448465RR0001,2023-07-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"CHURCH DONATIONS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
859926289RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
107835431RR0001,2023-08-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
707514204RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
140396748RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,Y,,Y,Y,,Y,,,Y,Y,,,Y,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,,,,,,
889909719RR0001,2023-03-31,26,,,,,,,,,,Y,"136019122RR0001","L'ARCHE CANADA",N,N,Y,Y,N,,,,,Y,,,,,,,Y,Y,Y,Y,Y,,,,,"",Y,,,,,,Y,,,"",N,N,N,N,N,N,N,N,N,N,,,,,,,,,
119254118RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,Y,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
788223287RR0001,2023-08-31,26,E1,97,"",I1,3,"Funding Qualified Donees",,,,Y,"119293025RR0001","WESTERN DISTRICT OF THE CHRISTIAN AND MISSIONARY ALLIANCE",N,N,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
