BN,Category,Sub Category,Designation,Legal Name,Account Name,Address Line 1,Address Line 2,City,Province,Postal Code,Country
724260880RR0001,0030,0008,C,"Iloko Circuit 1 of Jehovah's Witnesses","Iloko Circuit 1 of Jehovah's Witnesses","232 SKYVIEW SHORES MANOR NE","","CALGARY",AB,T3N0J1,CA
892128265RR0001,0030,0099,C,"AID TO SPECIAL SAINTS IN STRATEGIC TIMES","AID TO SPECIAL SAINTS IN STRATEGIC TIMES","PO BOX 83114 RPO WEBBER","","EDMONTON",AB,T5T6S1,CA
883884116RR0001,0160,0099,C,"SAMARITAN HOUSE COMMUNITY MINISTRIES SIMCOE COUNTY","SAMARITAN HOUSE COMMUNITY MINISTRIES SIMCOE COUNTY","254 - 65 CEDAR POINTE DR","","BARRIE",ON,L4N9R3,CA
107910259RR0231,0030,0005,C,"ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF TORONTO  IN CANADA","Guardian Angels Parish","46 ELSINORE STREET","","BRAMPTON",ON,L7A1Z7,CA
880459011RR0001,0210,0002,B,"THE FLORENCE MARGARET THOMPSON CHARITABLE FOUNDATION","THE FLORENCE MARGARET THOMPSON CHARITABLE FOUNDATION","1315 GLEN URQUHART DR","","COURTENAY",BC,V9N3Y3,CA
862164928RR0001,0013,0099,C,"OXFORD COUNTY 4-H ASSOCIATION","OXFORD COUNTY 4-H ASSOCIATION","677140 16TH LINE","","TAVISTOCK",ON,N0B2R0,CA
871105300RR0001,0210,0002,A,"La fondation Sabrina & Camillo D'Alesio / Sabrina & Camillo D'Alesio Foundation","LA FONDATION SABRINA & CAMILLO D'ALESIO / SABRINA & CAMILLO D'ALESIO FOUNDATION","303B BRIGHTON DRIVE","","BEACONSFIELD",QC,H9W2L9,CA
108099789RR0001,0030,0012,C,"SYNOD OF CENTRAL  NORTHEASTERN ONTARIO AND BERMUDA","SYNOD OF CENTRAL  NORTHEASTERN ONTARIO AND BERMUDA","24 EMMETT PL","","WHITBY",ON,L1R2B4,CA
832058929RR0001,0001,0010,C,"THE TABLE SOUP KITCHEN FOUNDATION","The Table Soup Kitchen Foundation","PO BOX 5411 STN MAIN","","HUNTSVILLE",ON,P1H2K7,CA
755381126RR0001,0210,0002,B,"Jesin-Neuberger Charitable Foundation","Jesin-Neuberger Charitable Foundation","155 WELLINGTON ST W","","TORONTO",ON,M5V3J7,CA
107876476RR0032,0030,0005,C,"THE ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF SAULT STE. MARIE  IN ONTARIO  CANADA","ST. GERARD MAJELLA CHURCH","211 PENTAGON BLVD","","SAULT STE. MARIE",ON,P6B5J4,CA
119264174RR0003,0030,0005,C,"THE ROMAN CATHOLIC BISHOP OF THUNDER BAY","ST. FRANCIS XAVIER Parish","PO BOX 358","","MARATHON",ON,P0T2E0,CA
851678359RR0001,0030,0005,C,"ONTARIO OLD ROMAN CATHOLIC CHURCH","ONTARIO OLD ROMAN CATHOLIC CHURCH","1113 NORTH SHORE DR","","GILFORD",ON,L0L1R0,CA
762662898RR0001,0030,0099,C,"Supernaturallife Ministries","Supernaturallife Ministries","3720 HILL AVE","","REGINA",SK,S4S0X5,CA
867386880RR0001,0030,0011,C,"KRISTOVA PENTEKOSTNA CRKVA","KRISTOVA PENTEKOSTNA CRKVA","223 UNION ST E","","WATERLOO",ON,N2J1E1,CA
865416077RR0001,0200,0099,C,"COMITE DE SAUVEGARDE DU PONT COUVERT DROUIN","COMITE DE SAUVEGARDE DU PONT COUVERT DROUIN","3  CHEMIN DE HATLEY","","COMPTON",QC,J0B1L0,CA
119263853RR0001,0030,0099,C,"THOROLD SOUTH GOSPEL CHAPEL","THOROLD SOUTH GOSPEL CHAPEL ","54 SUNSET WAY","","THOROLD",ON,L2V0C7,CA
732539085RR0001,0110,0004,C,"Défi Familles en forme","Défi Familles en forme","17 RUE DES PEUPLIERS","","SAINT-BASILE-LE-GRAND",QC,J3N1G1,CA
890224595RR0001,0030,0099,C,"THE APOSTOLIC ASSEMBLY OF OUR LORD AND SAVIOUR JESUS CHRIST","THE APOSTOLIC ASSEMBLY OF OUR LORD AND SAVIOUR JESUS CHRIST","191 SCHELL AVE","","TORONTO",ON,M6E2T3,CA
129892659RR0080,0030,0099,C,"COMMUNITY OF CHRIST","COMMUNITY OF CHRIST CHILLIWACK CONGREGATION","303 - 46005 BOLE AVE","","CHILLIWACK",BC,V2P7W7,CA
820863868RR0001,0030,0099,C,"Jesus First Christian Ministries of Calgary","Jesus First Christian Ministries of Calgary","1102 37 ST SE","","CALGARY",AB,T2A1E3,CA
890959844RR0001,0030,0099,C,"MUSKOKA CHRISTIAN FELLOWSHIP","MUSKOKA CHRISTIAN FELLOWSHIP","1441 CEDAR LANE","","BRACEBRIDGE",ON,P1L1W9,CA
895438240RR0001,0070,0099,C,"PO SHIN TAO TEH CHARITABLE CORPORATION OF CANADA","PO SHIN TAO TEH CHARITABLE CORPORATION OF CANADA","3417 CENTRE ST NW","","CALGARY",AB,T2E2X7,CA
828239921RR0001,0030,0099,C,"SPIRITUAL COMMUNITY CHURCH OF THE WEST","SPIRITUAL COMMUNITY CHURCH OF THE WEST","24 HERITAGE LAKE DR","","HERITAGE POINTE",AB,T1S4H6,CA
889046397RR0001,0001,0099,C,"Handi-Care Intl.","Handi-Care Intl.","38 LARWOOD BLVD.","","TORONTO",ON,M1M2M5,CA
785425513RR0001,0070,0005,C,"Paola Ipanaque International Ministries","Paola Ipanaque International Ministries","101 HARRIS CRESCENT","","WOODBRIDGE",ON,L4L1S1,CA
106842958RR0001,0160,0099,C,"CANADIAN ASSOCIATION OF FIRE CHIEFS","CANADIAN ASSOCIATION OF FIRE CHIEFS","700 - 1 RIDEAU ST","","OTTAWA",ON,K1N8S7,CA
821312196RR0001,0100,0014,C,"World Parkinson's Program","World Parkinson's Program","1600 - 2300 YONGE ST","","TORONTO",ON,M4P1E4,CA
850035684RR0001,0030,0099,C,"RIVER OF LIFE CHRISTIAN CHURCH CALGARY","River of Life Christian Church Calgary","80 EVERGLADE CIR SW","","CALGARY",AB,T2Y4N4,CA
793740671RR0001,0030,0099,C,"FIRST UNITED METHODIST CHURCH OF ONTARIO","First United Methodist Church of Ontario","77 LOMAR DR ","","NORTH YORK",ON,M3N1Z2,CA
128967353RR0017,0030,0005,C,"THE ROMAN CATHOLIC EPISCOPAL CORPORATION OF OTTAWA-CORNWALL","PAROISSE ST BENOIT LABRE","C.P. 160","","PLANTAGENET",ON,K0B1L0,CA
119195261RR0002,0030,0002,C,"ST PAUL'S ANGLICAN CHURCH","ST PAUL'S ANGLICAN CHURCH","808 RIDGEWAY ST E","","THUNDER BAY",ON,P7E5H5,CA
119048759RR0001,0200,0005,C,"MOUVEMENT QUÉBÉCOIS DES VACANCES EN CAMP","MOUVEMENT QUÉBÉCOIS DES VACANCES EN CAMP","7665 BOUL LACORDAIRE","","SAINT-LEONARD",QC,H1S2A7,CA
129915153RR0001,0001,0099,C,"LONDON FAMILY COURT CLINIC INCORPORATED","London Family Court Clinic Incorporated","200 - 254 PALL MALL ST","","LONDON",ON,N6A5P6,CA
847836624RR0001,0050,0099,C,"Belz Community Center","Belz Community Center","5810 JEANNE MANCE","","MONTREAL",QC,H2V4K8,CA
108172685RR0001,0010,0099,C,"VIDEA A BC-BASED INTERNATIONAL DEVELOPMENT EDUCATION ASSOCIATION","VIDEA A BC-BASED INTERNATIONAL DEVELOPMENT EDUCATION ASSOCIATION","1923 FERNWOOD RD","","VICTORIA",BC,V8T2Y6,CA
137674768RR0001,0200,0005,C,"OKOTOKS AGRICULTURAL SOCIETY","OKOTOKS AGRICULTURAL SOCIETY","17049 306 AVE E","","FOOTHILLS",AB,T1S5E7,CA
118921949RR0001,0001,0099,C,"FONDATION DES AMIS DE L'ENFANCE (QUEBEC) INC.","FONDATION DES AMIS DE L'ENFANCE (QUÉBEC) INC.","2747 BOULEVARD LAURIER","","QUEBEC",QC,G1V2L9,CA
107307191RR0045,0030,0005,C,"EPISCOPAL CORPORATION OF SASKATOON","OUR LADY OF LOURDES PARISH","1235-12TH ST.E.","","SASKATOON",SK,S7H0E3,CA
118992692RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE SAINTE PERPETUE","LA FABRIQUE DE LA PAROISSE DE SAINTE-PERPETUE","11 RUE DE L'EGLISE","","STE-PERPETUE",QC,G0R3Z0,CA
861874931RR0001,0030,0099,C,"Eglise Baptiste Communautaire Béthanie / Bethany Community Baptist Church","ÉGLISE BAPTISTE COMMUNAUTAIRE BÉTHANIE/BETHANY COMMUNITY BAPTIST CHURCH","267 RUE RICARD","","CHARLEMAGNE",QC,J5Z1A8,CA
132265109RR0001,0050,0099,C,"Congrégation Beth Israel Ohev Sholem","BETH ISRAEL OHEV SHOLOM CONGREGATION","1253 PLACE DE MERICI","","QUEBEC",QC,G1S3H8,CA
871320404RR0001,0001,0099,C,"FIRST FUNDS SOCIETY","FIRST FUNDS SOCIETY","2960 NANAIMO ST","","VANCOUVER",BC,V5N5G3,CA
894659408RR0001,0010,0099,C,"CANADA HINDU HERITAGE CENTRE","CANADA HINDU HERITAGE CENTRE","270 EXPORT BLVD.","","MISSISSAUGA",ON,L5S1Y9,CA
122380223RR0001,0070,0005,C,"THE MERCY OF GOD EVANGELISTIC MINISTRY","THE MERCY OF GOD EVANGELISTIC MINISTRY","356 SIMONS AVE","","PETERBOROUGH",ON,K9K1E7,CA
886842632RR0001,0030,0099,C,"THE BROTHERHOOD OF CHRIST HEALING TEMPLE MINISTRIES INC.","The Brotherhood of Christ Healing Temple Ministries Inc.","37 FAULKNER CRESCENT","","TORONTO",ON,M9M2B9,CA
881090823RR0001,0001,0099,C,"Fondation 34 RGC","Fondation 34 RGC","101 - 3120 RUE DELAUNAY","","LAVAL",QC,H7L5E1,CA
878709567RR0001,0030,0099,C,"L'EGLISE DU SAINT-ESPRIT INC.","L'EGLISE DU SAINT-ESPRIT INC.","1 PROMENADE DES VÉTÉRANS","C.P. 162","EDMUNDSTON",NB,E3V3K8,CA
702035890RR0001,0210,0002,B,"FONDATION FAMILLE VACHON","Fondation Famille Vachon","120  BOUL. BEACONSFIELD","","BEACONSFIELD",QC,H9W3Z7,CA
845708221RR0001,0200,0006,C,"Cimetières Sainte-Marie-Madeleine","Cimetières Sainte-Marie-Madeleine","17737  RUE DU SACRÉ-COEUR","","MIRABEL",QC,J7J1L4,CA
129247433RR0001,0070,0099,C,"L'EVEQUE CATHOLIQUE ROMAIN DE BAIE-COMEAU","L'EVEQUE CATHOLIQUE ROMAIN DE BAIE-COMEAU","639 RUE DE BRETAGNE","","BAIE-COMEAU",QC,G5C1X2,CA
837305523RR0001,0210,0002,A,"FONDATION SIMPLE PLAN / SIMPLE PLAN FOUNDATION","FONDATION SIMPLE PLAN / SIMPLE PLAN FOUNDATION","800 RUE SQUARE VICTORIA","BUREAU 4500 C.P 391","MONTREAL",QC,H4Z1J2,CA
898617030RR0001,0030,0099,C,"IMMANUEL REFORMED CHURCH OF BOLTON","IMMANUEL REFORMED CHURCH OF BOLTON","58 HAWMAN AVENUE","","NOBLETON",ON,L0G1N0,CA
119270759RR0001,0190,0099,C,"TRINITY THEATRE TORONTO","TRINITY THEATRE TORONTO","215 INKERMAN ST","","PAISLEY",ON,N0G2N0,CA
876454604RR0001,0030,0004,C,"HAMILTON INTERNATIONAL BAPTIST CHURCH","HAMILTON INTERNATIONAL BAPTIST CHURCH","115 STANLEY AVENUE","","HAMILTON",ON,L8P2L5,CA
854171378RR0001,0030,0099,C,"SRI SATHYA SAI BABA CENTRE OF TORONTO-YORK","SRI SATHYA SAI BABA CENTRE OF TORONTO-YORK","40 VOYAGER COURT NORTH","","TORONTO",ON,M9W4Y3,CA
892269168RR0001,0210,0002,B,"ALBERT JAMES MENNIE FOUNDATION INC","ALBERT JAMES MENNIE FOUNDATION INC","BOX 242","","KELVINGTON",SK,S0A1W0,CA
815113295RR0001,0110,0099,C,"Hopethiopia","HOPEthiopia","19 ELBOW RIVER POINT","","CALGARY",AB,T3Z2V1,CA
717035521RR0001,0160,0015,C,"Réseau Outils de paix/Tools of Peace Network","Réseau Outils de paix/Tools of Peace Network","201 RUE SAINTE-CATHERINE E","","MONTREAL",QC,H2X1L2,CA
885073585RR0001,0200,0009,C,"LE 78E FRASER HIGHLANDERS (GARNISON FORT STE-HELENE)","Le 78e Fraser Highlanders (Garnison Fort Ste-Helene) / The 78th Fraser Highlanders (Fort St. Helen Garrison)","1195 SHERBROOKE STREET WEST","","MONTREAL",QC,H3A1H9,CA
106831894RR0001,0030,0004,C,"CALVARY BAPTIST CHURCH","CALVARY BAPTIST CHURCH","72 MAIN STREET","","TORONTO",ON,M4E2V7,CA
803378850RR0001,0030,0099,C,"CHARISMATIC RENEWAL MINISTRIES INC.","Charismatic Renewal Ministries Inc.","11 BUCKSAW ST","","BRAMPTON",ON,L7A4R3,CA
119274330RR0001,0030,0005,C,"UKRAINIAN GREEK CATHOLIC PARISH OF ST VLADIMIR AND OLGA","UKRAINIAN GREEK CATHOLIC PARISH OF ST-VLADIMIR AND OLGA","BOX 297","","INVERMAY",SK,S0A1M0,CA
783358534RR0001,0011,0099,C,"Fondation Petite Enfance De L'Ouest-de-L'Ile","FONDATION PETITE ENFANCE DE L'OUEST-DE-L'ILE","630 BOUL RENE-LEVESQUE O","SUITE 2800","MONTREAL",QC,H3B1S6,CA
108099771RR0071,0030,0002,C,"The Synod of the Diocese of Niagara","ST. PAUL'S CHURCH","BOX 249","65 TALBOT ST. E.","JARVIS",ON,N0A1J0,CA
118805373RR0001,0030,0099,C,"Bethel Gospel chapel Montreal Inc.","BETHEL GOSPEL CHAPEL MONTREAL INC.","4250 DE MAISONNEUVE WEST","","MONTREAL",QC,H3Z1K6,CA
886509496RR0001,0030,0009,C,"MARKHAM CHINESE MENNONITE CHURCH","MARKHAM CHINESE MENNONITE CHURCH","4581-14TH AVENUE","","MARKHAM",ON,L3S3K2,CA
737082701RR0001,0210,0002,A,"Fort McMurray Islamic Centre Foundation","Northern Lights Community Foundation","109 ABRAHAM PLACE","","FORT MCMURRAY",AB,T9H0J1,CA
826128415RR0001,0030,0099,C,"DUNAMIS CHURCH SARNIA","Dunamis Church Sarnia","141 WELLINGTON ST","","SARNIA",ON,N7T1G4,CA
849923438RR0001,0030,0099,C,"Église Saint Paul Apôtre des Syriaques Catholiques","Église Saint Paul Apôtre des Syriaques Catholiques","115 BOUL SACRE-COEUR","","GATINEAU",QC,J8X1C5,CA
742978349RR0001,0011,0002,C,"SHINING LIGHTE (LEADERS IN GENERATIONAL HEALING THROUGH EMPOWERMENT AND EDUCATION) YOUTH CHARITY","The Shining Lighte (Leaders in Generational Healing Through Empowerment and Education) Youth Charity","86 SWENNEN DR","","BRAMPTON",ON,L6V4C9,CA
108099771RR0064,0030,0002,C,"The Synod of the Diocese of Niagara","ST. LUKE'S ANGLICAN CHURCH","252 JAMES ST N","","HAMILTON",ON,L8R2L3,CA
717110126RR0001,0210,0002,B,"HANA PERLMUTTER FAMILY FOUNDATION/FONDATION DE LA FAMILLE HANA PERLMUTTER","Hana Perlmutter Family Foundation / Fondation de la famille Hana Perlmutter","5670 AV DUROCHER","","OUTREMONT",QC,H2V3Y2,CA
794004309RR0001,0030,0011,C,"Thine Harvest City Church","Thine Harvest City Church","1229 CALIFORNIA AVE","","WINDSOR",ON,N9B2Z8,CA
850955683RR0001,0001,0099,B,"FONDATION MCGRAY MCGRAY FOUNDATION","Fondation McGray McGray Foundation","326 BOUL LOUIS-JOSEPH-RODRIGUE","","SAINT-EUSTACHE",QC,J7R7A4,CA
761916881RR0001,0210,0002,B,"The DUCA Impact Lab","The DUCA Impact Lab","5290 YONGE STREET","","TORONTO",ON,M2N5P9,CA
748023538RR0001,0050,0099,C,"Communauté Détenteurs Religieux Belza / CDRB / Kehal Machzikei Hadas Belz / KMHB","Kehal Machzikei Hadas Belz / KMHB","6096 RUE JEANNE-MANCE","","MONTREAL",QC,H2V4K8,CA
714022522RR0001,0210,0002,A,"ABRAHAM PERLMUTTER FAMILY FOUNDATION/FONDATION DE LA FAMILLEABRAHAM PERLMUTTER","Abraham Perlmutter Family Foundation/Fondation de la famille Abraham Perlmutter","5670 AV DUROCHER","","OUTREMONT",QC,H2V3Y2,CA
757505102RR0001,0210,0002,B,"Friedman Foundation","Friedman Foundation / Fondation Friedman","1810 LAJOIE AVENUE","","OUTREMONT",QC,H2V1S3,CA
713143139RR0002,0010,0004,C,"Toledo Foundation (TF)","Toledo Foundation (TF)","1100 - 1290 CENTRAL PKY W","","MISSISSAUGA",ON,L5C4R3,CA
708386529RR0001,0030,0099,C,"Église porte des Brebis","Église porte des Brebis / The Gate of the Sheep Church","1340 RUE BALMORAL","","SAINT-LAURENT",QC,H4N2C4,CA
893613273RR0001,0001,0099,C,"CENTRE D'ACTION BENEVOLE DE SAINT-CESAIRE","CENTRE D'ACTION BÉNÉVOLE DE SAINT-CÉSAIRE","1100  RUE LECLAIRE","","ST-CESAIRE",QC,J0L1T0,CA
712793728RR0001,0001,0009,C,"Les Résidences du parc naturel habité","Les résidences du Parc naturel habité","351 RUE LAMBERT","","SAINT-DONAT-DE-MONTCALM",QC,J0T2C0,CA
119031839RR0001,0210,0002,C,"MAPLE LEAF CONSTRUCTION 1978 CHARITY FUND","MAPLE LEAF CONSTRUCTION 1978 CHARITY FUND","777 ERIN ST","","WINNIPEG",MB,R3G2W2,CA
120766696RR0001,0001,0099,C,"LA CORPORATION DES TRANSPORTS ADAPTE ET COLLECTIF DE PAPINEAU INC","LA CORPORATION DES TRANSPORTS ADAPTE ET COLLECTIF DE PAPINEAU INC.","629 321 RTE N","","SAINT-ANDRE-AVELLIN",QC,J0V1W0,CA
735115313RR0001,0200,0006,C,"Les Cimetières de l'Etchemin (LCDE)","Les Cimetières de l'Etchemin (LCDE)","115 RUE PRINCIPALE","","SAINT-ANSELME",QC,G0R2N0,CA
866530678RR0001,0070,0099,C,"BLESSING CHINA MINISTRY","BLESSING CHINA MINISTRY","265N - 8500 MACLEOD TRAIL SE","","CALGARY",AB,T2H2N1,CA
118938141RR0001,0030,0015,C,"GILBERT PLAINS PASTORAL CHARGE","GILBERT PLAINS PASTORAL CHARGE","PO BOX 126","","GILBERT PLAINS",MB,R0L0X0,CA
891578148RR0001,0210,0002,C,"COMITE DES OEUVRES CHARITABLES DU CONSEIL POINTE CLAIRE","COMITE DES OEUVRES CHARITABLES DU CONSEIL POINTE-CLAIRE 4832","314 - 3223 BOUL DE LA GARE","","VAUDREUIL-DORION",QC,J7V0L5,CA
783004716RR0001,0001,0007,C,"HOPE FOR HOME MINISTRIES CANADA","HOPE FOR HOME MINISTRIES CANADA","BOX 21042 SPRUCELAND RPO","","PRINCE GEORGE",BC,V2M7A5,CA
889965190RR0001,0200,0099,C,"BOARD OF TRUSTEES OF THE LEGISLATIVE AND PUBLIC LIBRARY AND THE ROBERT HARRIS MEMORIAL GALLERY","BOARD OF TRUSTEES OF THE LEGISLATIVE AND PUBLIC LIBRARY AND THE ROBERT HARRIS MEMORIAL GALLERY","100 - 97 QUEEN ST","","CHARLOTTETOWN",PE,C1A4A9,CA
119166445RR0001,0030,0015,C,"ST ANDREW'S UNITED CHURCH","ST ANDREW'S UNITED CHURCH","BOX 147","","GLENELLA",MB,R0J0V0,CA
825815186RR0001,0210,0002,B,"Dr. Woo Hon Fai Memorial Foundation","Dr. Woo Hon Fai Memorial Foundation","4237 W 29TH AVE","","VANCOUVER",BC,V6S1V7,CA
754140218RR0001,0030,0011,C,"Encounter Church Assembly of God","Encounter Church Assembly of God","20 - 88 SOUTHPARK DR","","WINNIPEG",MB,R3T2M1,CA
849261771RR0001,0190,0002,C,"WINTERTIDE MUSIC FESTIVAL INC.","WINTERTIDE MUSIC FESTIVAL INC","4 ELSWICK RD","","CORNER BROOK",NL,A2H2W5,CA
864330816RR0001,0001,0015,C,"HOSPITALITY HOUSE REFUGEE MINISTRY INC.","HOSPITALITY HOUSE REFUGEE MINISTRY INC","231 ISABEL ST","","WINNIPEG",MB,R3A1H2,CA
119067171RR0001,0210,0002,A,"ONANOLE FOUNDATION INC.","ONANOLE FOUNDATION INC.","PO BOX 178","","ONANOLE",MB,R0J1N0,CA
793300864RR0001,0030,0099,C,"NEW LEAF NETWORK","NEW LEAF NETWORK","435 KINGSMERE BLVD","","SASKATOON",SK,S7J3T9,CA
118985001RR0001,0030,0012,C,"KNOX PRESBYTERIAN CHURCH","KNOX PRESBYTERIAN CHURCH","BOX 646","","BOBCAYGEON",ON,K0M1A0,CA
869057679RR0001,0030,0099,C,"SOZO YOUTH MINISTERIES","SOZO YOUTH MINISTRIES","7 JOYSEY ST","","BRANTFORD",ON,N3R2R7,CA
106738529RR0001,0070,0019,C,"AURORA LUTHERAN BIBLE CAMP","AURORA LUTHERAN BIBLE CAMP","47 WALKOVER ST","","THUNDER BAY",ON,P7B1L1,CA
846115335RR0001,0100,0014,C,"Gérer le cancer au masculin","Gérer le cancer au masculin","1982 MARQUIS AVE","","GLOUCESTER",ON,K1J8J4,CA
119238483RR0001,0100,0006,A,"THE INTERNATIONAL GRENFELL ASSOCIATION","THE INTERNATIONAL GRENFELL ASSOCIATION","202-120 STAVINGER DRIVE","","ST JOHN'S",NL,A1A5E8,CA
872574645RR0001,0060,0003,C,"SADHU VASWANI CENTRE TORONTO","Sadhu Vaswani Centre Toronto","2133 RODICK ROAD","","MARKHAM",ON,L6C1S7,CA
840238802RR0001,0200,0099,C,"OGEMA HERITAGE RAILWAY ASSOCIATION INC.","Ogema Heritage Railway Association Inc.","PO BOX 82","","OGEMA",SK,S0C1Y0,CA
118802370RR0001,0110,0099,C,"BEGINNING AGAIN RICHMOND HILL","Beginning Again Richmond Hill","85 NEIGHBOURLY LANE","","RICHMOND HILL",ON,L4C5L6,CA
140757733RR0001,0030,0099,C,"EGLISE HISPANIQUE SENDERO HACIA LA LUZ","EGLISE HISPANIQUE SENDERO HACIA LA LUZ","310 AV BROOKHAVEN","","DORVAL",QC,H9S2N7,CA
108186347RR0001,0001,0099,C,"VIP VOLUNTEERS FOR INTERGENERATIONAL PROGRAMS","VIP VOLUNTEERS FOR INTERGENERATIONAL PROGRAMS","203-2101 HOLDOM AVE","","BURNABY",BC,V5B0A4,CA
834715369RR0001,0030,0099,C,"THE GREAT DOCTOR MINISTRIES","THE GREAT DOCTOR MINISTRIES","209 - 5 MCINTOSH DR","","MARKHAM",ON,L3R8C7,CA
891139941RR0001,0030,0099,C,"UKRAINIAN EVANGELICAL BAPTIST CHURCH OF PETERBOROUGH","UKRAINIAN EVANGELICAL BAPTIST CHURCH OF PETERBOROUGH","19 FIRE ROUTE 69A","","LAKEHURST",ON,K0L1J0,CA
748848082RR0001,0030,0099,C,"THE CHURCH OF GOD (RESTORATION) LETHBRIDGE","The Church of God (Restoration) Lethbridge","451 CRESCENT AVENUE","PO BOX 117","PICTURE BUTTE",AB,T0K1V0,CA
859703555RR0001,0210,0002,A,"LA FONDATION DU CENTRE D'ACTION BÉNÉVOLE DE LA VALLÉE DU RICHELIEU","La Fondation du Centre d'Action Bénévole de la Vallée du Richelieu","288 A  RADISSON","","MONT-SAINT-HILAIRE",QC,J3H2Z4,CA
131309726RR0001,0200,0005,C,"MOUNT PLEASANT COMMUNITY CENTRE CO-OP LTD","MOUNT PLEASANT COMMUNITY CENTER CO-OP LTD","819  ROUTE 570","","MOUNT PLEASANT",NB,E7L2Y7,CA
889293346RR0001,0200,0099,C,"FRIENDS OF WHALE WATCH CAPE BRETON","FRIENDS OF WHALE WATCH CAPE BRETON","104 HARBOUR ROAD","","PLEASANT BAY",NS,B0E2P0,CA
829489905RR0001,0210,0002,A,"THE SALTIRE FOUNDATION (CANADA)","The Saltire Foundation (Canada)","31 EASTBOURNE AVE","","TORONTO",ON,M5P2E8,CA
133494013RR0001,0001,0099,C,"WALDEN DAY CARE CENTRE","WALDEN DAY CARE CENTRE","515 NIEMI RD","","LIVELY",ON,P3Y1G4,CA
825534563RR0001,0070,0099,C,"Courage for Freedom","Courage for Freedom","17 - 3100 DORCHESTER RD","","DORCHESTER",ON,N0L1G5,CA
871184826RR0001,0200,0012,C,"NEW BRUNSWICK POTATO MUSEUM INC.","NEW BRUNSWICK POTATO MUSEUM INC.","385 CENTREVILLE RD","","FLORENCEVILLE",NB,E7L3K5,CA
108012436RR0001,0030,0012,C,"ST. DAVID'S PRESBYTERIAN CHURCH","ST. DAVID'S PRESBYTERIAN CHURCH","271 SNOWSELL STREET","","KELOWNA",BC,V1V1V6,CA
890950595RR0001,0190,0099,C,"NEW GLASGOW RIVERFRONT MUSIC JUBILEE SOCIETY","NEW GLASGOW RIVERFRONT MUSIC JUBILEE SOCIETY","PO BOX 272","","NEW GLASGOW",NS,B2H1N5,CA
834458978RR0001,0011,0099,C,"KarmaQuest International","KarmaQuest International","2392 CHARLES CORNWALL AVE","","OAKVILLE",ON,L6M5M5,CA
736615139RR0001,0001,0099,C,"Action For Women And Family Foundation (AFWAFF)","Action for Women and Family Foundation (AFWAFF)","650 MORTIMER DR","","CAMBRIDGE",ON,N3H5R7,CA
867152134RR0001,0210,0001,A,"Dr. Noble Irwin Regional Healthcare Foundation Inc.","Dr. Noble Irwin Regional Healthcare Foundation Inc.","2051 SASKATCHEWAN DR","","SWIFT CURRENT",SK,S9H0X6,CA
107833394RR0064,0030,0011,C,"PENTECOSTAL ASSEMBLIES OF NEWFOUNDLAND AND LABRADOR CORPORATION","HOPE PENTECOSTAL CHURCH - SEAL COVE","55 GARDEN ROAD","","CONCEPTION BAY SOUTH",NL,A1X6N9,CA
118823475RR0001,0001,0099,C,"CARYA SOCIETY OF CALGARY","Carya Society of Calgary","180 - 839 5 AVE SW","","CALGARY",AB,T2P3C8,CA
888176849RR0001,0030,0099,C,"Lakeside Christian Centre","Lakeside Christian Centre","300 WATER ST","","WHITBY",ON,L1N9B6,CA
132410671RR0275,0001,0099,C,"Société de Saint-Vincent de Paul-Conseil national du Canada Society of Saint-Vincent de Paul-National council of Canada","THE SOCIETY OF SAINT VINCENT DE PAUL - ST PIUS X CONFERENCE","9 WAVERLY ST","","BRANTFORD",ON,N3R2K2,CA
825211485RR0001,0160,0006,C,"OAK LAKE CARE CENTRE INC.","Oak Lake Care Centre Inc.","POST OFFICE BOX 459","","OAK LAKE",MB,R0M1P0,CA
820719250RR0001,0160,0006,C,"ESTERHAZY COMMUNITY DAYCARE CO-OPERATIVE LTD.","Esterhazy Community Daycare Co-Operative Ltd.","PO 2049","","ESTERHAZY",SK,S0A0X0,CA
839184462RR0001,0030,0099,C,"St. Andrew The First Apostle Orthodox Mission Station","St.Andrew the First Called Apostle Orthodox Mission Station","P.O.BOX 463","","CANORA",SK,S0A0L0,CA
119168383RR0001,0030,0005,C,"ST ATHANASIUS UKRAINIAN CATHOLIC CHURCH","ST. ATHANASIUS UKRAINIAN CATHOLIC CHURCH","55 MCMURCHY AVE","","REGINA",SK,S4R3G3,CA
892570649RR0001,0170,0001,C,"THAMES RIVER ANGLERS ASSOCIATION","THAMES RIVER ANGLERS ASSOCIATION","2202 CORONATION DR","","LONDON",ON,N6G0B9,CA
746827328RR0001,0210,0002,B,"RHODA AND HERB SINGER FAMILY FOUNDATION","Discount Car And Truck Rentals Charitable Foundation","720 ARROW ROAD ","","TORONTO",ON,M9M2M1,CA
875904674RR0001,0160,0099,C,"TOWNSITE OF REDWOOD MEADOWS ADMINISTRATION SOCIETY","TOWNSITE OF REDWOOD MEADOWS ADMINISTRATION SOCIETY","1 MANYHORSES DRIVE","","REDWOOD MEADOWS",AB,T3Z1A4,CA
