BN,Category,Sub Category,Designation,Legal Name,Account Name,Address Line 1,Address Line 2,City,Province,Postal Code,Country
870814944RR0001,0200,0009,C,"VANKLEEK HILL & DISTRICT HISTORICAL SOCIETY/LA SOCIETE HISTORIQUE REGIONALE DE VANKLEEK HILL","VANKLEEK HILL & DISTRICT HISTORICAL SOCIETY/LA SOCIETE HISTORIQUE REGIONALE DE VANKLEEK HILL","PO BOX 537","","VANKLEEK HILL",ON,K0B1R0,CA
713482297RR0001,0110,0099,C,"The Medical Equipment Lending Society of West Central Alberta","The Medical Equipment Lending Society of West Central Alberta","BOX 2227","","ROCKY MOUNTAIN HOUSE",AB,T4T1B6,CA
890765845RR0001,0011,0099,C,"5T6 CIVILS SCHOLARSHIP FUND  THE","5T6 CIVILS SCHOLARSHIP FUND  THE","54 ABERFOYLE MILL CRES","","PUSLINCH",ON,N0B2J0,CA
747889004RR0001,0210,0002,B,"13766918 Canada Foundation","13766918 Canada Foundation","258 KETCHIKAN CRES","","KANATA",ON,K2T0S2,CA
815258793RR0001,0210,0001,C,"Union Orthodoxe d'Antioche du Canada (UOAC)","Union Orthodoxe d'Antioche du Canada (UOAC)","400 AV VIVIAN","","MONT-ROYAL",QC,H3P1P5,CA
892469966RR0001,0001,0099,C,"Loughborough Christmas & Emergency Relief Committee","Loughborough Christmas & Emergency Relief Committee","BOX 88","","SYDENHAM",ON,K0H2T0,CA
140412834RR0001,0210,0002,B,"DOULOS FOUNDATION","DOULOS FOUNDATION","250 - 1319 EDMONTON TRAIL NE","","CALGARY",AB,T2E4Y8,CA
851888412RR0001,0001,0013,C,"MON SAC D'ÉCOLE / MY SCHOOL BAG","Mon Sac d'école / My School Bag","208 - 511 RUE ABELARD","","VERDUN",QC,H3E1B6,CA
865101349RR0001,0070,0002,C,"PALPUNG PHENDE KUNKYAB FOUNDATION","PALPUNG PHENDE KUNKYAB FOUNDATION","3991 MORESBY DRIVE","","RICHMOND",BC,V7C5G3,CA
857642391RR0001,0070,0005,C,"Alsalam Community Development Association","Alsalam Community Development Association","7-10 FALCONER DR","","MISSISSAUGA",ON,L5N3L8,CA
889258398RR0001,0110,0099,C,"The Bayview hospital centre auxiliary","THE BAYVIEW HOSPITAL CENTRE AUXILIARY","27 LAKESHORE","","POINTE-CLAIRE",QC,H9S4H1,CA
890472509RR0001,0200,0007,C,"LOBELCO COMMUNITY CLUB","LOBELCO COMMUNITY CLUB","931 HIGHWAY 20","P. O. BOX 386","BELLA COOLA",BC,V0T1C0,CA
735144115RR0001,0160,0099,C,"BOOKTON CEMETERY","Bookton Cemetery","RR 1  236 LA SALETTE ROAD","","LA SALETTE",ON,N0E1H0,CA
843148917RR0001,0070,0013,C,"GEORGE ST. GALT GOSPEL TRUST","George Street Galt Gospel Trust","503 SCENIC DR","","ST GEORGE",ON,N0E1N0,CA
889269148RR0001,0160,0099,C,"LEAMINGTON CEMETERY COMPANY","LEAMINGTON CEMETERY COMPANY","PO BOX 82","","SPRINGHILL",NS,B0M1X0,CA
852075480RR0001,0110,0016,C,"PARKLAND PLACE AUXILIARY","Parkland Place Auxiliary","PO BOX 639","","MELFORT",SK,S0E1A0,CA
849677091RR0001,0110,0099,C,"Malamulele Onward Canada","Malamulele Onward Canada","140 MAYLA DRIVE","","OAKVILLE",ON,L6H3T4,CA
888066867RR0001,0030,0099,C,"PALPUNG PHENDE KUNKYAB ASSOCIATION","PALPUNG PHENDE KUNKYAB ASSOCIATION","3991 MORESBY DRIVE","","RICHMOND",BC,V7C5G3,CA
132410671RR0097,0001,0099,C,"Société de Saint-Vincent de Paul-Conseil national du Canada Society of Saint-Vincent de Paul-National council of Canada","LA SOCIETE DE ST-VINCENT DE PAUL  CONFERENCE SAINTE-GENEVIEVE  BERTHIERVILLE","780 RUE DE MONTCALM","","BERTHIERVILLE",QC,J0K1A0,CA
770352110RR0001,0001,0015,C,"Clarendon House Refugee Association","Clarendon House Refugee Association","6A - 2141 KIPLING AVE","","ETOBICOKE",ON,M9W4K8,CA
854491511RR0001,0140,0005,C,"EQUINEABILITY THERAPEUTIC RIDING CENTRE","EquineAbility Therapeutic Riding Centre","73 BERKWOOD PL","","FONTHILL",ON,L0S1E2,CA
855970133RR0001,0001,0013,C,"ABILITY WORKSHOP SOCIETY","ABILITY WORKSHOP SOCIETY","4207 16A ST SW","","CALGARY",AB,T2T4L3,CA
838393486RR0001,0001,0013,C,"The Angel Project Canada","The Angel Project Canada","5504 TWELVE MILE TRAIL","","BURLINGTON",ON,L7L7L3,CA
823103858RR0001,0120,0002,C,"SHELTERS INTERNATIONAL DISASTER RESPONSE SOCIETY","Shelters International Disaster Response Society","16 DOUGLAS AVE NE","","LANGDON",AB,T0J1X1,CA
807954623RR0001,0001,0099,C,"ELEVATE HOPE INTERNATIONAL FOUNDATION","ELEVATE HOPE INTERNATIONAL FOUNDATION","204 - 1921 MAYOR MAGRATH DR S","","LETHBRIDGE",AB,T1K2R8,CA
765518469RR0001,0030,0015,C,"Alliance United Church","Alliance United Church","RR 1","","ALLIANCE",AB,T0B0A0,CA
866808553RR0001,0200,0007,C,"WEST CRESTON COMMUNITY HALL SOCIETY","WEST CRESTON COMMUNITY HALL SOCIETY","1350 WEST CRESTON RD.","RR 7","CRESTON",BC,V0B1G7,CA
133977603RR0001,0200,0007,C,"LA PERLE COMMUNITY LEAGUE","La Perle Community League","18611 97A AVE NW","","EDMONTON",AB,T5T4C1,CA
836044719RR0001,0200,0009,C,"CONGREGATIONAL CHURCH OF CHEBOGUE PRESERVATION SOCIETY","Congregational Church of Chebogue Preservation Society","108 CHEBOGUE POINT ROAD","","ROCKVILLE",NS,B5A5E8,CA
118799154RR0001,0210,0002,B,"BARBER-COLLINS SECURITY SERVICES LTD. 'EMPLOYEES CHARITY TRUST'","BARBER-COLLINS SECURITY SERVICES LTD. 'EMPLOYEES CHARITY TRUST'","245 LABRADOR DRIVE","","WATERLOO",ON,N2K4M8,CA
860255694RR0001,0001,0004,C,"WYNYARD & DISTRICT FOOD BANK INC.","WYNYARD & DISTRICT FOOD BANK INC.","BOX 1225","","WYNYARD",SK,S0A4T0,CA
119033702RR0001,0200,0009,C,"MARMORA HISTORICAL FOUNDATION INC.","MARMORA HISTORICAL FOUNDATION INC.","2619 ANCHOR LANE","","KINGSTON",ON,K7L0C2,CA
132329723RR0001,0001,0099,C,"SANTA CLAUS FUND COMMITTEE","SANTA CLAUS FUND COMMITTEE","475 REGAL RD","SS 23","NORTH BAY",ON,P1B8G4,CA
119267391RR0001,0011,0099,C,"TORONTO SOCIETY OF THE ARCHAEOLOGICAL INSTITUTE OF AMERICA","TORONTO SOCIETY OF THE ARCHAEOLOGICAL INSTITUTE OF AMERICA","DEPT OF FINE ART-100 ST GEORGE","","TORONTO",ON,M5S3G3,CA
868904178RR0001,0001,0099,C,"NORTH YORK GENERAL HOSPITAL VOLUNTEER SERVICES","NORTH YORK GENERAL HOSPITAL VOLUNTEER SERVICES","4001 LESLIE STREET","","TORONTO",ON,M2K1E1,CA
132023177RR0001,0200,0005,C,"SNOWDEN COMMUNITY CLUB","SNOWDEN COMMUNITY CLUB","BOX 148","","SNOWDEN",SK,S0J2K0,CA
810530550RR0001,0001,0099,B,"BOGA/HUSSAINI FOUNDATION","BOGA/HUSSAINI FOUNDATION","2025 GRAVELEY ST","","VANCOUVER",BC,V5L3B6,CA
881084032RR0001,0180,0003,C,"RAINCOAST RESEARCH SOCIETY","RAINCOAST RESEARCH SOCIETY","PO BOX 399","","SOINTULA",BC,V0N3E0,CA
887614865RR0001,0001,0099,C,"PASADENA CHRISTMAS HAMPER FUND","PASADENA CHRISTMAS HAMPER FUND","8 DAWSON DR","","PASADENA",NL,A0L1K0,CA
806786745RR0001,0210,0002,A,"QUOTA CHARITY OF BARRIE","QUOTA CHARITY OF BARRIE","219 DUCKWORTH ST","","BARRIE",ON,L4M3W8,CA
132104878RR0001,0200,0005,C,"CLUB CHEVALIERS FALHER AB","CLUB CHEVALIERS FALHER AB","P.O. BOX 635","","FALHER",AB,T0H1M0,CA
141096750RR0001,0190,0099,C,"ETOBICOKE COMMUNITY CONCERT BAND","ETOBICOKE COMMUNITY CONCERT BAND","194 - 2869 BLOOR ST W","","ETOBICOKE",ON,M8X1B3,CA
730087921RR0001,0010,0099,C,"SGVP GURUKUL CANADA","SGVP GURUKUL CANADA","14 - 28 DOON MILLS DR","","KITCHENER",ON,N2P2W9,CA
863312286RR0001,0012,0099,C,"ARLYN AWARD SOCIETY","ARLYN AWARD SOCIETY","4348 COASTVIEW DR.","","GARDEN BAY",BC,V0N1S1,CA
807806252RR0001,0200,0014,C,"FONDATION GRANDE BOUCLE TREMBLANT","Fondation Grande Boucle Tremblant","303 RUE EMOND","","MONT-TREMBLANT",QC,J8E2M4,CA
894797455RR0001,0013,0099,C,"ASSOCIATION DES FRANCOPHONES DES KOOTENAYS OUEST","ASSOCIATION DES FRANCOPHONES DES KOOTENAYS OUEST","807 BAKER ST","","NELSON",BC,V1L4J8,CA
743036600RR0001,0001,0002,B,"THE SHARING WELL FOUNDATION","The Sharing Well Foundation","3238 MALCOLM RD","","CHEMAINUS",BC,V0R1K2,CA
893558510RR0001,0001,0099,C,"ESEE MONDE","ESEE MONDE","209 - 290 RUE TAGGART","","GREENFIELD PARK",QC,J4V2Y5,CA
890143373RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF DUNCAN","The Spiritual Assembly of the Baha'is of the City of Duncan","PO BOX 694 STN MAIN","","DUNCAN",BC,V9L3Y1,CA
871872875RR0001,0001,0004,C,"STEPHENVILLE EMERGENCY FOOD SERVICES","STEPHENVILLE EMERGENCY FOOD SERVICES","PO BOX 68 STN MAIN","","STEPHENVILLE",NL,A2N2Y7,CA
724956479RR0001,0011,0099,C,"RIGHTS AND RESPONSIBILITIES AWARENESS INITIATIVE","Rights and Responsibilities Awareness Initiative","201 KING ST","","LONDON",ON,N6A1C9,CA
818723546RR0001,0200,0009,C,"KOOTENAY COLUMBIA EDUCATIONAL HERITAGE SOCIETY","Kootenay Columbia Educational Heritage Society","1300 FRANCES MORAN ROAD","","TRAIL",BC,V1R4L9,CA
140208380RR0001,0200,0009,C,"CARMANAH FORESTRY SOCIETY","CARMANAH FORESTRY SOCIETY","1431 RICHARDSON ST","","VICTORIA",BC,V8S1R1,CA
119064095RR0001,0160,0099,C,"OAKHILL AND DISTRICT FIRE DEPARTMENT","OAKHILL AND DISTRICT FIRE DEPARTMENT","PO BOX 263","","BRIDGEWATER",NS,B4V2W9,CA
706098118RR0001,0110,0099,B,"Searchlight Service Dogs","Searchlight Service Dogs","PO BOX 203","","LISLE",ON,L0M1M0,CA
888759248RR0001,0200,0099,C,"BONNYVILLE AND DISTRICT HISTORICAL SOCIETY-SOCIETE HISTORIQU","BONNYVILLE AND DISTRICT HISTORICAL SOCIETY-SOCIETE HISTORIQUE DE BONNYVILLE ET REGION THE","PO BOX 6995 STN MAIN","","BONNYVILLE",AB,T9N2H4,CA
119008233RR0001,0030,0099,C,"L'ASSEMBLÉE CHRÉTIENNE CENTRE-SUD  MONTRÉAL","L'ASSEMBLÉE CHRÉTIENNE CENTRE-SUD  MONTRÉAL","100 - 19001 RUE CHARLES","","MIRABEL",QC,J7J0C6,CA
887392793RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF FORT SMITH N.W.T.","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF FORT SMITH N.W.T.","PO BOX 836","","FORT SMITH",NT,X0E0P0,CA
863195178RR0001,0070,0099,C,"UNA VOCE CALGARY SOCIETY","UNA VOCE CALGARY SOCIETY","P.O. BOX 42223","SOUTHLAND CROSSING RPO","CALGARY",AB,T2J7A6,CA
822758736RR0001,0210,0002,B,"OKANAGAN GLOBAL GATEWAY FOUNDATION","Okanagan Global Gateway Foundation","PO BOX 974","","OLIVER",BC,V0H1T0,CA
891258592RR0001,0200,0009,C,"THE FRIENDS OF WINDMILL POINT/LES AMIS DU POINT AU MOULIN A VENT","THE FRIENDS OF WINDMILL POINT/LES AMIS DU POINT AU MOULIN A VENT","BOX 479 C/O FORT WELLINGTON","370 VANKOUGHNET ST","PRESCOTT",ON,K0E1T0,CA
119140283RR0001,0200,0009,C,"SASKATCHEWAN NATURAL HISTORY SOCIETY","SASKATCHEWAN NATURAL HISTORY SOCIETY","#206 - 1860 LORNE ST.","","REGINA",SK,S4P2L7,CA
850625088RR0001,0170,0001,C,"CANADIAN PARKS AND WILDERNESS SOCIETY - BRITISH COLUMBIA","CANADIAN PARKS AND WILDERNESS SOCIETY - BRITISH COLUMBIA","241 - 312 MAIN ST","","VANCOUVER",BC,V6A2T2,CA
839156544RR0001,0200,0009,C,"LANDFALL TRUST INC","LANDFALL TRUST INC.","PO BOX 21378 RPO MACDONALD","","ST. JOHN'S",NL,A1A5G6,CA
852823475RR0001,0210,0002,A,"WELLSPRING LONDON AND REGION FOUNDATION","WELLSPRING LONDON AND REGION FOUNDATION","382 WATERLOO STREET","","LONDON",ON,N6B2N8,CA
769781469RR0001,0210,0002,B,"The Rosewater Charitable Foundation","THE ROSEWATER CHARITABLE FOUNDATION","PO BOX 651","","LUNENBURG",NS,B0J2C0,CA
828380378RR0001,0180,0002,C,"WORTH THEIR WEIGHT IN GOLD  GOLD RIVER CAT SOCIETY","Worth Their Weight in Gold  Gold River Cat Society","31-500 MUCHALAT PLACE","POST OFFICE BOX 117","GOLD RIVER",BC,V0P1G0,CA
887008704RR0001,0200,0007,C,"ALBERNI ATHLETIC ASSOCIATION","Alberni Athletic Association","BOX 1041","","PORT ALBERNI",BC,V9Y7L9,CA
839763612RR0001,0200,0005,C,"HANDS IN PEACE SOCIETY","Hands in Peace Society","1925 26TH ST","","WEST VANCOUVER",BC,V7V4K3,CA
722850534RR0001,0150,0099,C,"The Arts and Aging Network","The Arts and Aging Network","103 MOSS HEATHER DR","","ST. JOHN'S",NL,A1B4R9,CA
858884307RR0001,0001,0004,C,"THE RIVERDALE HARVEST FOOD BANK INC.","THE RIVERDALE HARVEST FOOD BANK INC.","PO BOX 69","","RIVERS",MB,R0K1X0,CA
814819553RR0001,0160,0099,C,"MAMOW SHA-WAY-GI-KAY-WIN","Mamow Sha-Way-Gi-Kay-Win","48 BROCK RD S","","PUSLINCH",ON,N0B2J0,CA
119040483RR0001,0160,0099,C,"MIDVILLE AND DISTRICT FIRE DEPARTMENT","MIDVILLE AND DISTRICT FIRE DEPARTMENT","2110 UPPER BRANCH RD","","BRIDGEWATER",NS,B4V4S4,CA
119244713RR0001,0200,0007,C,"THE MCCONNELL CREEK FARMERS' INSTITUTE","THE MCCONNELL CREEK FARMERS' INSTITUTE","35483 HARTLEY ROAD","RR#3","MISSION",BC,V2V0A8,CA
118791003RR0001,0200,0005,C,"ASHCROFT AND AREA COMMUNITY RESOURCES SOCIETY","ASHCROFT AND AREA COMMUNITY RESOURCES SOCIETY","PO BOX 843","","ASHCROFT",BC,V0K1A0,CA
119052397RR0001,0011,0099,A,"THE MARITIME AWARDS SOCIETY OF CANADA","MARITIME AWARDS SOCIETY OF CANADA","103 - 770 CENTRAL SPUR RD","","VICTORIA",BC,V9A0G7,CA
118809011RR0001,0210,0002,C,"BIGGAR AND DISTRICT DONORS CHOICE","BIGGAR AND DISTRICT DONORS CHOICE","BOX 1131","","BIGGAR",SK,S0K0M0,CA
889496667RR0001,0030,0009,C,"DETWEILER MEETINGHOUSE INC","DETWEILER MEETINGHOUSE INC","29 POND VIEW DR","","WELLESLEY",ON,N0B2T0,CA
894872167RR0001,0210,0002,B,"EBENEZER FOUNDATION","EBENEZER FOUNDATION","300-32988 SOUTH FRASER WAY","","ABBOTSFORD",BC,V2S2A8,CA
865947287RR0001,0210,0001,C,"QUALICUM BEACH STREAMKEEPERS SOCIETY","QUALICUM BEACH STREAMKEEPERS SOCIETY","216 SATURNA DR","","QUALICUM BEACH",BC,V9K2P5,CA
118784578RR0001,0001,0099,C,"ALTERNATIVES FOR COMMUNITY LIVING IN ETOBICOKE","ALTERNATIVES FOR COMMUNITY LIVING IN ETOBICOKE","29 WEST DEANE PK DR","UNIT #1","TORONTO",ON,M9B2R5,CA
868620832RR0001,0110,0010,C,"THE ST CATHARINES GENERAL HOSPITAL AUXILIARY","THE ST CATHARINES GENERAL HOSPITAL AUXILIARY","1200 FOURTH AVE","","ST.CATHARINES",ON,L2S0A9,CA
780078531RR0001,0160,0099,C,"Donna's House of Peterborough","Donna's House of Peterborough","741 LANSDOWNE ST W","","PETERBOROUGH",ON,K9J1Z2,CA
890069578RR0001,0200,0099,C,"SHOAL LAKE MOUNTED POLICE MUSEUM INC.","Shoal Lake Mounted Police Museum Inc.","BOX 227","","SHOAL LAKE",MB,R0J1Z0,CA
842385940RR0001,0014,0001,C,"5101026 MANITOBA ASSOCIATION INC.","5101026 MANITOBA ASSOCIATION INC.","524 MAIN STREET  P.O. BOX 268","","SWAN RIVER",MB,R0L1Z0,CA
815000187RR0001,0030,0099,C,"GLORY COMMUNITY CHURCH","Glory Community Church","5 FAIRLAWN CRT","","ST CATHARINES",ON,L2M7K4,CA
888290269RR0001,0160,0099,C,"KAMLOOPS SEARCH AND RESCUE SOCIETY","KAMLOOPS SEARCH AND RESCUE SOCIETY","PO BOX 3313","","KAMLOOPS",BC,V2C6B9,CA
806171591RR0001,0001,0013,C,"WARM AND COZY CHILDREN'S CHARITY","Warm and Cozy Children's Charity","4157 NIELSEN ROAD ","R R 1","WAUBAUSHENE",ON,L0K2C0,CA
755082476RR0001,0200,0099,C,"HANNA ROUNDHOUSE SOCIETY","Hanna Roundhouse Society","111 - 4TH AVENUE WEST","","HANNA",AB,T0J1P0,CA
821701356RR0001,0150,0005,C,"Society For Learning In Retirement London","Society for Learning in Retirement London","1017 WESTERN RD","","LONDON",ON,N6G1G5,CA
138551304RR0001,0160,0099,C,"CASTLE-CROWN WILDERNESS COALITION SOCIETY","CASTLE CROWN WILDERNESS COALITION SOCIETY","BOX 2621","","PINCHER CREEK",AB,T0K1W0,CA
889247938RR0001,0110,0099,B,"FONDATION BEAUDOIN-DESROSIERS","FONDATION BEAUDOIN-DESROSIERS","880 BOULEVARD PATRICK","","DRUMMONDVILLE",QC,J2E0B9,CA
119078582RR0002,0030,0002,C,"PARISH OF ST-ESPRIT-CFB ST-JEAN","PARISH OF ST-ESPRIT- CFB ST-JEAN","C.P. 100 SUCC BUREAU-CHEF","","RICHELAIN",QC,J0J1R0,CA
872619077RR0001,0160,0010,C,"COMITE DE FONDS DE CHARITE DES USS SAINT-JEAN ET MONTREAL","COMITE DE FONDS DE CHARITE DES USS SAINT-JEAN ET MONTREAL","CP 100 SUCCURSALE BUREAU-CHEF","","RICHELAIN",QC,J0J1R0,CA
890098932RR0001,0060,0001,C,"SPIRITUAL ASSEMBLY OF THE BAHA'IS OF ARNPRIOR","SPIRITUAL ASSEMBLY OF THE BAHA'IS OF ARNPRIOR","4 - 61 SULLIVAN CRES","","ARNPRIOR",ON,K7S2Y2,CA
707015707RR0001,0180,0004,C,"KCS ANIMAL RESCUE SOCIETY","KCS Animal Rescue Society","PO BOX 1447","","CARSTAIRS",AB,T0M0N0,CA
837986140RR0001,0120,0006,C,"SALISH SEA MARINE RESCUE SOCIETY","Salish Sea Marine Rescue Society","1202 UPPER TERRACE RD","","PENDER ISLAND",BC,V0N2M1,CA
118816610RR0001,0070,0099,A,"BRANDON MCC COMMUNITY ASSISTANCE CENTRE INC","BRANDON MCC COMMUNITY ASSISTANCE CENTRE INC.","414 PACIFIC AVE","","BRANDON",MB,R7A0H5,CA
783766348RR0001,0160,0014,C,"TEAM ALEX SUICIDE PREVENTION SOCIETY","Team Alex Suicide Prevention Society","57 SHERWOOD CRES","","RED DEER",AB,T4N0A5,CA
865451611RR0001,0030,0099,C,"CEASE-FIRE TABERNACLE","CEASE-FIRE TABERNACLE","P.O. BOX 504","","BRAMPTON",ON,L6V2L4,CA
828776583RR0001,0011,0001,C,"HORIZON PARENT SOCIETY","Horizon Parent Society","5501 53 ST","","OLDS",AB,T4H1J2,CA
119255602RR0001,0060,0001,B,"SPIRITUAL ASSEMBLY OF THE BAHA'IS OF TINY TWP","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF TINY TOWNSHIP","P.O. BOX 1212","","TINY",ON,L0L2J0,CA
814517801RR0001,0210,0001,C,"ASSOCIATION OF HEALTH SCIENCES ARCHIVES AND MUSEUMS OF NOVA SCOTIA","Association of Health Sciences Archives and Museums of Nova Scotia","2565 ROOSEVELT DR","","HALIFAX",NS,B3L3H9,CA
889307047RR0001,0200,0005,C,"YARROW RATEPAYER'S ASSOCIATION","YARROW RATEPAYER'S ASSOCIATION","4670 COMMUNITY ST","","YARROW",BC,V2R5E1,CA
897859609RR0001,0160,0099,C,"Action Dignity Society","Action Dignity Society","915 33 STREET NE","","CALGARY",AB,T2A6T2,CA
850144502RR0001,0110,0099,C,"WINGS OF HOPE GLOBAL FOUNDATION","Wings of Hope for Africa Foundation","3936 29 ST NE","","CALGARY",AB,T1Y6B6,CA
107585085RR0001,0030,0005,C,"LA CORPERATION EPISCOPALE CATHOLIQUE ROMAINE DE PRINCE ALBERT","LA CORPORATION EPISCOPALE CATHOLIQUE ROMAINE DE PRINCE ALBERT","1415 4TH AVE W","","PRINCE ALBERT",SK,S6V5H1,CA
893783936RR0001,0200,0099,C,"Bibliothèque Carrefour Beausoleil","Bibliothèque Carrefour Beausoleil","300 CHEMIN BEAVERBROOK","","MIRAMICHI",NB,E1V1A1,CA
820163152RR0001,0180,0002,C,"Fresh Start Dane Rescue NB Inc.","Fresh Start Dane Rescue NB Inc.","63 HEDGEVIEW DR","","FREDERICTON",NB,E3B6R7,CA
887974269RR0001,0001,0099,C,"TACHE FOOD RESOURCE CENTER","TACHE FOOD RESOURCE CENTER","1294 DAWSON RD","","LORETTE",MB,R5K0T2,CA
873630529RR0001,0110,0010,C,"MINDEMOYA HOSPITAL AUXILIARY  INC","MINDEMOYA HOSPITAL AUXILIARY  INC.","PO BOX 284","","MINDEMOYA",ON,P0P1S0,CA
857487193RR0001,0001,0013,C,"KANYAWEGI SUPPORT FOR ORPHANS AND WIDOWS-CANADA","Kanyawegi Support for Orphans and Widows-Canada","8867 159A STREET","","SURREY",BC,V4N2X9,CA
118928043RR0001,0001,0099,C,"FORT FRANCES VOLUNTEER BUREAU","FORT FRANCES VOLUNTEER BUREAU","140 FOURTH STREET W","","FORT FRANCES",ON,P9A3B8,CA
740396890RR0001,0060,0001,B,"The Spiritual Assembly of the Baha'is of Carleton Place","The Spiritual Assembly of the Baha'is of Carleton Place","174 KING ST","","CARLETON PLACE",ON,K7C1G6,CA
855579512RR0001,0100,0002,C,"Community Transcultural Support Services","Community Transcultural Support Services","40 LEGACY CIR SE","","CALGARY",AB,T2X0W8,CA
118945369RR0001,0100,0099,C,"SIGNATURE SUPPORT SERVICES SOCIETY","Signature Support Services Society","8702 - 113 STREET","","GRANDE PRAIRIE",AB,T8V6K5,CA
701554891RR0001,0030,0099,C,"LIGHTHOUSE MISSIONS SOCIETY","Lighthouse Mission Society","12 ABBEY RD","","ROCKY VIEW COUNTY",AB,T1Z0A1,CA
778173146RR0001,0001,0099,C,"The Indescribable Gift Foundation","The Indescribable Gift Foundation","310 - 318 21ST ST E","","SASKATOON",SK,S7K6C8,CA
119027084RR0001,0190,0099,C,"MACKENZIE ART GALLERY INCORPORATED","MACKENZIE ART GALLERY INCORPORATED","3475 ALBERT STREET","","REGINA",SK,S4S6X6,CA
841873664RR0001,0012,0003,C,"LOOKUP THEATRE","Lookup Theatre","221 STERLING ROAD ","UNIT 7","TORONTO",ON,M6R2B2,CA
799293485RR0001,0170,0001,C,"L'association pour la protection de l'environnement du lac Stukely inc.","L'Association pour la Protection de l'Environnement du Lac Stukely inc.","16 CHEMIN DES OBLATS","","EASTMAN",QC,J0E1P0,CA
118829191RR0001,0100,0099,C,"INCLUSION AMHERST SOCIETY","INCLUSION AMHERST SOCIETY","1 WALTER PURDY AVE","","AMHERST",NS,B4H4S1,CA
119022655RR0001,0060,0001,C,"LOCAL SPIRITUAL ASSEMBLY OF THE BAHA'IS OF HALIFAX","LOCAL SPIRITUAL ASSEMBLY OF THE BAHA'IS OF HALIFAX","PO BOX 381","DARTMOUTH MAIN","DARTMOUTH",NS,B2Y3Y5,CA
140739574RR0001,0210,0002,A,"THE WINDSOR-ESSEX CHILDREN'S AID FOUNDATION","THE WINDSOR-ESSEX CHILDREN'S AID FOUNDATION","1671 RIVERSIDE DR E","","WINDSOR",ON,N8Y5B5,CA
107808271RR0001,0100,0004,C,"Our Place/Chez Nous Activity Centre Inc.","Our Place/Chez Nous Activity Centre Inc.","PO BOX 28006","","MONCTON",NB,E1C1X6,CA
816276695RR0001,0070,0099,C,"VANCOUVER HANSARANG CHURCH","Vancouver Hansarang Church","18625 FRASER HWY","","SURREY",BC,V3S8E7,CA
140616970RR0001,0100,0099,C,"TWILIGHT HOME AUXILIARY","Twilight Home Auxiliary","PO BOX 186","","BENGOUGH",SK,S0C0K0,CA
742525132RR0001,0030,0099,C,"THE MINISTRY OF REPENTANCE AND HOLINESS CANADA","The Ministry of Repentance and Holiness Canada","10 SOUTH SHORE RD","","CHESTERMERE",AB,T1X2Y4,CA
822816237RR0001,0030,0099,C,"Lake Ridge Community Church","Lake Ridge Community Church","1041 EAST LAKEVIEW RD","","CHESTERMERE",AB,T1X1B1,CA
729746123RR0001,0010,0008,C,"YMCA ACADEMY","YMCA Academy","300 - 90 EGLINTON AVE E","","TORONTO",ON,M4P2Y3,CA
733004089RR0001,0160,0099,C,"Service de Référence en Périnatalité pour les Femmes Immigrantes de Québec (SRPFIQ)","Service de Référence en Périnatalité pour les Femmes Immigrantes de Quebec (SRPFIQ)","168 RUE BERROUARD","","QUEBEC",QC,G1B1M7,CA
101094266RR0001,0070,0005,C,"Aumkara inc.","AUMKARA INC.","56 CH DU MONT-CATHERINE","","SAINTE-AGATHE-DES-MONTS",QC,J8C0L1,CA
704426725RR0001,0001,0004,C,"FEED ENDERBY AND DISTRICT FOOD BANK SOCIETY","Feed Enderby And District Food Bank Society","PO BOX 767","","ENDERBY",BC,V0E1V0,CA
889192712RR0001,0014,0006,C,"CANADIAN EDUCATION INNOVATIONS SOCIETY","Canadian Education Innovations Society","306-125A-1030 DENMAN ST","","VANCOUVER",BC,V6G2M6,CA
138506225RR0001,0001,0099,C,"S O S Predelt","S O S PREDELT","1164 'A' 1ERE RUE","","RICHELIEU",QC,J3L3W8,CA
834449928RR0001,0060,0001,B,"L'Assemblée spirituelle des Baha'is de Drummondville","L'ASSEMBLEE SPIRITUELLE DES BAHA'IS DE DRUMMONDVILLE","246 RUE DE LA ROCHE","","DRUMMONDVILLE",QC,J2C1V7,CA
786834697RR0001,0210,0002,B,"Hobgoblin Foundation","Hobgoblin Foundation","210 - 104 13 ST N","","LETHBRIDGE",AB,T1H2R4,CA
868926981RR0001,0210,0002,A,"THE AGNES PRATT HOME FOUNDATION INC","THE AGNES PRATT HOME FOUNDATION INC","239 TOPSAIL RD","","ST JOHN'S",NL,A1E2B4,CA
807314349RR0001,0001,0007,C,"SHAHADA A SOCIETY FOR UNITING CHILDREN WITH PARENTS","SHAHADA A SOCIETY FOR UNITING CHILDREN WITH PARENTS","220-2747 HASTINGS ST E","","VANCOUVER",BC,V5K1Z8,CA
119030013RR0001,0001,0099,C,"MANITOBA ASSOCIATION FOR CHILDBIRTH AND FAMILY EDUCATION INC","THE MANITOBA ASSOCIATION FOR CHILDBIRTH AND FAMILY EDUCATION INC.","496 KIRKFIELD ST","","WINNIPEG",MB,R3K1E7,CA
